scenario,description,exclude_outliers,test_cell,window,model_name,n_features,val_rmse,weight
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,ExtraTrees,17,0.012863537662794798,0.031020601075472973
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,RandomForest,17,0.01249374235368466,0.03193876180403133
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,HistGB,17,0.01063173341033483,0.03753241261212146
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,XGBoost,17,0.01151513792458186,0.034653048582298604
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,LightGBM,17,0.011213190519989476,0.03558618074755205
all_windows_available,All window-specific features are available.,False,Cell8,narrow_375_395,CatBoost,17,0.012636314955283105,0.031578404470839296
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,Ridge,17,0.007868298815728963,0.05071419917647467
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,ExtraTrees,17,0.009413920628701123,0.04238771201970781
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,RandomForest,17,0.010013820449704742,0.03984838593653797
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,HistGB,17,0.014201482620877748,0.02809810145422778
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,XGBoost,17,0.0108841291152313,0.03666206176145611
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,LightGBM,17,0.013076414417781908,0.030515603326568726
all_windows_available,All window-specific features are available.,False,Cell8,very_narrow_38_39,CatBoost,17,0.01165089544023789,0.03424926779379497
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,Ridge,17,0.005834706879593988,0.14706416122841057
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,ExtraTrees,17,0.004642392500298187,0.18483484442540765
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,RandomForest,17,0.004466333981942154,0.19212083694673482
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,HistGB,17,0.00785461706486132,0.10924487398535564
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,XGBoost,17,0.00596703282177511,0.1438028466582167
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,LightGBM,17,0.007322186271680127,0.11718857458403625
only_full_window,Only full-window features are available.,False,Cell1,full_36_42,CatBoost,17,0.00811467132787059,0.10574386217183845
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,Ridge,17,0.004989713979262591,0.16701412903754154
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,ExtraTrees,17,0.004970069434380652,0.1676742626625899
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,RandomForest,17,0.00900753962590208,0.09251732592600838
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,HistGB,17,0.005563223493592479,0.14979676935978034
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,XGBoost,17,0.004983877875990657,0.16720970159639278
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,LightGBM,17,0.005459223315564724,0.15265044675015366
only_full_window,Only full-window features are available.,False,Cell2,full_36_42,CatBoost,17,0.008080033611940466,0.10313736466753341
