dataset,test_cell,deployment_model,expert_window,expert_model,expert_inner_rmse,expert_rank_score,expert_weight,expert_model_size_kb,n_features
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,RandomForest,0.008651283221801925,0.010192029744921794,0.022171279882638856,8585.603515625,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,CatBoost,0.009281341040891735,0.010258262445273768,0.022028130658954207,188.091796875,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,KNN,0.009591598644922528,0.010365915142899954,0.021799363071265926,64.5322265625,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,KNN,0.009612248590681332,0.010388371332855702,0.02175224017287035,64.5732421875,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,HistGB,0.009186967691033434,0.010401542559305529,0.02172469585393581,855.1279296875,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,LightGBM,0.009309840976176901,0.01056843945260854,0.02138161958127788,884.2763671875,17
Dataset 2,Cell8,MAW-GME-full-40experts,very_narrow_38_39,HistGB,0.009406440058905854,0.010648614036012,0.021220635172717408,852.9541015625,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,CatBoost,0.009864779753117735,0.010895073079808271,0.020740600517166207,181.34375,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,KNN,0.010267952523609214,0.011096770943022041,0.020363614179636187,64.5048828125,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,CatBoost,0.010142335989253792,0.01119683343446687,0.020181631285835663,181.87109375,17
Dataset 2,Cell8,MAW-GME-full-40experts,medium_37_40,SVR-RBF,0.012865165290061346,0.013665356082040553,0.016536005285406715,24.43359375,17
Dataset 2,Cell8,MAW-GME-full-40experts,narrow_375_395,SVR-RBF,0.01320797494021231,0.014037237075650391,0.016097926077800428,27.0625,17
Dataset 2,Cell8,Fast-MAW-GME-K3-latency-aware,narrow_375_395,Ridge,0.005715968874140658,0.005850161041764174,0.34427418868837345,2.234375,17
Dataset 2,Cell8,Fast-MAW-GME-K3-latency-aware,full_36_42,Ridge,0.005931482926715618,0.006068711689694214,0.33187596862644403,2.1796875,17
Dataset 2,Cell8,Fast-MAW-GME-K3-latency-aware,full_36_42,ElasticNet,0.006075425401293868,0.006219115729356822,0.32384984268518247,2.2626953125,17
Dataset 2,Cell8,Fast-MAW-GME-K5-latency-aware,narrow_375_395,Ridge,0.005715968874140658,0.005850161041764174,0.21509415381632613,2.234375,17
Dataset 2,Cell8,Fast-MAW-GME-K5-latency-aware,full_36_42,Ridge,0.005931482926715618,0.006068711689694214,0.20734804696117878,2.1796875,17
Dataset 2,Cell8,Fast-MAW-GME-K5-latency-aware,full_36_42,ElasticNet,0.006075425401293868,0.006219115729356822,0.20233351835438396,2.2626953125,17
Dataset 2,Cell8,Fast-MAW-GME-K5-latency-aware,full_36_42,ExtraTrees,0.0055391371423631885,0.006667003240586437,0.18874082658914226,30770.1533203125,17
Dataset 2,Cell8,Fast-MAW-GME-K5-latency-aware,medium_37_40,Ridge,0.006594020810463759,0.006747707081788055,0.1864834542789689,2.20703125,17
