window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
very_narrow_38_39,ExtraTrees,0.007190165097985148,0.005312269171609673,7,28195.065011160714,0.008663708575454123,17,Cell5,Dataset 2
medium_37_40,LightGBM,0.007673379142859018,0.005138268752622284,7,879.3978794642857,0.008713946742458938,17,Cell5,Dataset 2
very_narrow_38_39,XGBoost,0.007713060856080663,0.005686092644114121,7,661.5630580357143,0.00871515957596652,17,Cell5,Dataset 2
very_narrow_38_39,RandomForest,0.007483654933837702,0.005399447857200997,7,7858.647181919643,0.00882614734289355,17,Cell5,Dataset 2
medium_37_40,HistGB,0.00779828696288747,0.005205718919299693,7,775.7613002232143,0.008836259716102817,17,Cell5,Dataset 2
narrow_375_395,ExtraTrees,0.0073438190778466845,0.005255727146282875,7,28195.34542410714,0.008848853671216383,17,Cell5,Dataset 2
narrow_375_395,XGBoost,0.007930702416201599,0.005500233794019033,7,663.0168805803571,0.008961425287405877,17,Cell5,Dataset 2
medium_37_40,ExtraTrees,0.007510972724187296,0.005199324084759487,7,28196.543526785714,0.009050269993742246,17,Cell5,Dataset 2
medium_37_40,SVR-RBF,0.008539084687122974,0.004901471231338231,7,22.657924107142858,0.009079386409897989,17,Cell5,Dataset 2
narrow_375_395,KNN,0.008540444237980149,0.0060927254265506015,7,59.239955357142854,0.00924047641259218,17,Cell5,Dataset 2
very_narrow_38_39,CatBoost,0.008362356361917404,0.006673947232994295,7,202.65094866071428,0.009251510242245277,17,Cell5,Dataset 2
narrow_375_395,SVR-RBF,0.008826211783105917,0.005434912773944222,7,23.118861607142858,0.009388087396734352,17,Cell5,Dataset 2
narrow_375_395,RandomForest,0.00807182637337451,0.00560371089518714,7,7845.6259765625,0.00951956314532417,17,Cell5,Dataset 2
narrow_375_395,HistGB,0.008419115207253565,0.00567670300435572,7,774.8868582589286,0.009539532188600694,17,Cell5,Dataset 2
very_narrow_38_39,SVR-RBF,0.009058931987409815,0.006792187636390507,7,31.088448660714285,0.009687349394694124,17,Cell5,Dataset 2
medium_37_40,KNN,0.009031088508706278,0.0062311905454784005,7,59.212611607142854,0.009771255177994091,17,Cell5,Dataset 2
narrow_375_395,LightGBM,0.008740109379051215,0.005660538951127491,7,878.4609375,0.009925147448540984,17,Cell5,Dataset 2
very_narrow_38_39,KNN,0.00935996233126181,0.006975909108694332,7,59.280970982142854,0.01012729512850196,17,Cell5,Dataset 2
medium_37_40,CatBoost,0.00927261066351214,0.006837815253861359,7,202.10267857142858,0.010258050250970764,17,Cell5,Dataset 2
narrow_375_395,CatBoost,0.009911551825000614,0.0075716541301055745,7,201.58314732142858,0.010964386675054526,17,Cell5,Dataset 2
narrow_375_395,Ridge,0.004795713777413396,0.003778142801772746,7,2.234375,0.004908301379141688,17,Cell6,Dataset 2
full_36_42,Ridge,0.00485480831592324,0.003920477323073237,7,2.1796875,0.004967127502865795,17,Cell6,Dataset 2
medium_37_40,Ridge,0.005560047354093865,0.004464196877791565,7,2.20703125,0.005689634895716607,17,Cell6,Dataset 2
full_36_42,ElasticNet,0.006439743360561008,0.004638100844683799,7,2.2626953125,0.0065920501991773095,17,Cell6,Dataset 2
narrow_375_395,ElasticNet,0.0066454731717947284,0.004492161448576777,7,2.3173828125,0.006804855032125844,17,Cell6,Dataset 2
full_36_42,ExtraTrees,0.005899909600785043,0.00407292944307677,7,28199.851004464286,0.00710904975137992,17,Cell6,Dataset 2
very_narrow_38_39,Ridge,0.007188043122795453,0.0052783121904768655,7,2.275390625,0.0073586063488291975,17,Cell6,Dataset 2
medium_37_40,ElasticNet,0.0072629681747952675,0.005381006191624434,7,2.2900390625,0.007435957469118759,17,Cell6,Dataset 2
medium_37_40,ExtraTrees,0.006467258657268342,0.004265245422907016,7,28195.840401785714,0.007792654146332232,17,Cell6,Dataset 2
very_narrow_38_39,ElasticNet,0.008118845062694776,0.005275110707024734,7,2.3583984375,0.008315558866255542,17,Cell6,Dataset 2
narrow_375_395,ExtraTrees,0.007022612761288,0.00473487903792794,7,28195.20479910714,0.008461818967935715,17,Cell6,Dataset 2
