experiment,window,test_cell,model,exclude_outliers,n_train,n_test,n_features,RMSE,MAE,R2
Multi-HI-Tabular,narrow_36_385,Cell12,LightGBM,False,48,10,19,0.03672991511082004,0.02995860517462845,0.8113227693303632
Multi-HI-Tabular,narrow_36_385,Cell01,CatBoost,False,47,11,19,0.014765769277107687,0.012214805766302567,0.9705139137829302
Multi-HI-Tabular,narrow_36_385,Cell03,CatBoost,False,48,10,19,0.020448032228121502,0.018674299277764816,0.8544851918702773
Multi-HI-Tabular,narrow_36_385,Cell10,CatBoost,False,46,12,19,0.0063852128583914034,0.0046249406719775605,0.9931839530393224
Multi-HI-Tabular,narrow_36_385,Cell11,CatBoost,False,43,15,19,0.008031550542579808,0.006841158105223603,0.9899381436795932
Multi-HI-Tabular,narrow_36_385,Cell12,CatBoost,False,48,10,19,0.01788225669980042,0.014341487388778662,0.9552776831944831
Multi-HI-Tabular,very_narrow_365_38,Cell01,Ridge,False,47,11,19,0.02002884142206704,0.018035862104379283,0.9457478903242051
Multi-HI-Tabular,very_narrow_365_38,Cell03,Ridge,False,48,10,19,0.025473521084611723,0.023726646853338716,0.7741697536750185
Multi-HI-Tabular,very_narrow_365_38,Cell10,Ridge,False,46,12,19,0.011254244844423797,0.009638066506024537,0.9788254332289132
Multi-HI-Tabular,very_narrow_365_38,Cell11,Ridge,False,43,15,19,0.01930303476329002,0.018108263146541095,0.9418793445130702
Multi-HI-Tabular,very_narrow_365_38,Cell12,Ridge,False,48,10,19,0.027126410930242456,0.024382600919087505,0.8970884031862604
Multi-HI-Tabular,very_narrow_365_38,Cell01,ElasticNet,False,47,11,19,0.021281907226290052,0.019232504876986408,0.9387471830455304
Multi-HI-Tabular,very_narrow_365_38,Cell03,ElasticNet,False,48,10,19,0.028335191893465454,0.027708904557352098,0.7205806581649052
Multi-HI-Tabular,very_narrow_365_38,Cell10,ElasticNet,False,46,12,19,0.013885565664482246,0.012190343182305219,0.9677663884445178
Multi-HI-Tabular,very_narrow_365_38,Cell11,ElasticNet,False,43,15,19,0.017003065149206423,0.01607217043226429,0.9549044429723046
Multi-HI-Tabular,very_narrow_365_38,Cell12,ElasticNet,False,48,10,19,0.0267657631115366,0.024249857866106117,0.8998066485591503
Multi-HI-Tabular,very_narrow_365_38,Cell01,SVR,False,47,11,19,0.031725969895819314,0.025894052314649533,0.8638759723493202
