scenario,description,exclude_outliers,test_cell,window,model_name,n_features,oof_rmse,mean_inner_rmse,meta_coef,meta_abs_weight
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,Ridge,19,0.014683492149378276,0.014729781377699059,-0.004169211290097736,0.03935817608062289
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,ExtraTrees,19,0.012394788532388509,0.012123709917330451,0.0040588502105909285,0.03831634574451279
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,RandomForest,19,0.01378259059206608,0.013440162047015236,-0.0009310936607943394,0.008789707620751527
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,HistGB,19,0.09013186096777978,0.08960006484068407,-0.0006285286048060773,0.0059334338747523445
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,XGBoost,19,0.015617355353059437,0.014961000228708091,0.005269549582246824,0.04974558636935413
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,LightGBM,19,0.09013186064519932,0.08960006455178396,-0.0006285323178768884,0.005933468926872426
all_windows_available,All window-specific features are available.,False,Cell12,very_narrow_365_38,CatBoost,19,0.014662710778669838,0.014288990835226873,0.0042738489629350115,0.04034597633003159
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,Ridge,19,0.01650864503303033,0.015677195646975457,0.006983464207016574,0.11962864654404678
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,ExtraTrees,19,0.011333751331051724,0.011037604326054534,0.0188493382634946,0.3228943054433014
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,RandomForest,19,0.01271370665406486,0.01246954410133813,0.014880217811298243,0.2549021895548182
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,HistGB,19,0.09282546883323178,0.09158773397734268,-0.0026027205439096697,0.04458531278609017
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,XGBoost,19,0.014579638162569315,0.014204822030362028,0.007937629824372678,0.13597376380955647
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,LightGBM,19,0.09282546843054977,0.09158773366140742,-0.002602717008451222,0.044585252222722686
only_full_window,Only full-window features are available.,False,Cell01,full_32_42,CatBoost,19,0.020426175929285258,0.01902999842128348,0.004520099054609051,0.07743052962233402
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,Ridge,19,0.007475673275891213,0.007287004801740845,0.016782266269651378,0.3427732982310775
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,ExtraTrees,19,0.006796857730025678,0.006808031246145834,0.016329810829020578,0.33353201691688006
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,RandomForest,19,0.009330949833344168,0.009375519830085183,0.010824615533141915,0.2210898759894056
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,HistGB,19,0.08922126126699337,0.08907831170802243,-0.0003680108023317636,0.007516522171265975
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,XGBoost,19,0.015095690770480827,0.01419017698017467,0.003017162854246912,0.06162474401450368
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,LightGBM,19,0.08922126119043591,0.08907831163022062,-0.0003680210182940672,0.007516730829562605
only_full_window,Only full-window features are available.,False,Cell03,full_32_42,CatBoost,19,0.015822260741355124,0.015068127080939353,0.0012703623857937885,0.025946811826879863
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,Ridge,19,0.022100560864817376,0.018595023237645454,0.0043357035452888815,0.07088804416099723
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,ExtraTrees,19,0.012107809410743173,0.011660555688864474,0.01460161370384817,0.2387339969737819
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,RandomForest,19,0.013172135029778098,0.013062310718141892,0.022861242716600425,0.3737775810411571
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,HistGB,19,0.09484247790169215,0.09315613686915916,-0.0008218622541659462,0.013437313496878055
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,XGBoost,19,0.019534681188968832,0.016926215929164042,0.004154892818806663,0.06793181834210317
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,LightGBM,19,0.09484247747860428,0.09315613669860909,-0.0008218557531575107,0.013437207206452924
only_full_window,Only full-window features are available.,False,Cell10,full_32_42,CatBoost,19,0.017878348618191098,0.017942825618942657,0.013565520273087875,0.22179403876227985
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,Ridge,19,0.014265449716298308,0.014181112224094686,0.009606187153733075,0.17675679764164737
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,ExtraTrees,19,0.012524010731938363,0.012397539132600817,0.016221945580406176,0.298488787114187
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,RandomForest,19,0.01396182942455761,0.013799190644868464,0.0066148448686624475,0.12171517972421407
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,HistGB,19,0.0860130647874744,0.08568438614791636,-0.002038520261521261,0.037509399680401415
only_full_window,Only full-window features are available.,False,Cell11,full_32_42,XGBoost,19,0.014986968915415701,0.013474547693590393,0.01285089929412726,0.23646049881117673
