window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
full_32_42,Ridge,0.019113965301737163,0.01637995970776589,4,2.279296875,0.019567971303931373,19,Cell10,Dataset 1
very_narrow_365_38,RandomForest,0.017431292384659652,0.015231646047475185,4,940.590087890625,0.019818532290662303,19,Cell10,Dataset 1
medium_35_40,CatBoost,0.019300339633047642,0.016465329140268704,4,104.578125,0.021098919446394176,19,Cell10,Dataset 1
narrow_36_385,ElasticNet,0.020619157321541737,0.017985093594781842,4,2.4033203125,0.021124224205963573,19,Cell10,Dataset 1
narrow_36_385,XGBoost,0.019739693905396687,0.016291027847730732,4,333.5439453125,0.022034539224196268,19,Cell10,Dataset 1
full_32_42,XGBoost,0.019855148319711496,0.016360355444630815,4,332.03369140625,0.022161619106739916,19,Cell10,Dataset 1
medium_35_40,XGBoost,0.01991322662883096,0.016161438016214474,4,333.11328125,0.022227733034791145,19,Cell10,Dataset 1
very_narrow_365_38,CatBoost,0.02065190125209286,0.017965806118134454,4,104.64453125,0.022576691483497273,19,Cell10,Dataset 1
medium_35_40,Ridge,0.022306606388625267,0.01920860638743536,4,2.306640625,0.022840150414220287,19,Cell10,Dataset 1
very_narrow_365_38,XGBoost,0.02219455086075809,0.019287161545839617,4,337.1513671875,0.024779547370660564,19,Cell10,Dataset 1
medium_35_40,ElasticNet,0.0273189515349876,0.023654803625740045,4,2.3896484375,0.027985930738500517,19,Cell10,Dataset 1
very_narrow_365_38,Ridge,0.037495893421635944,0.03452201785435982,4,2.388671875,0.0384111217356508,19,Cell10,Dataset 1
full_32_42,SVR,0.039706909646083914,0.02952413085256681,4,6.7822265625,0.04133635613150397,19,Cell10,Dataset 1
very_narrow_365_38,ElasticNet,0.04129875455572151,0.037113378359221266,4,2.4716796875,0.04232679498442552,19,Cell10,Dataset 1
narrow_36_385,SVR,0.04705660141181758,0.035285482564625166,4,6.3828125,0.04893806989510525,19,Cell10,Dataset 1
medium_35_40,SVR,0.04766532062503591,0.03679227639034927,4,6.6494140625,0.049604945547146395,19,Cell10,Dataset 1
very_narrow_365_38,SVR,0.048554812427791846,0.0407952345704265,4,6.9716796875,0.05057070649012721,19,Cell10,Dataset 1
