window,model_name,inner_rmse,inner_mae,inner_valid_folds,inner_model_size_kb,rank_score,n_features,test_cell,dataset
narrow_33_345,XGBoost,0.0034079829302658335,0.00227534719130322,4,565.0439453125,0.0038400246305134614,18,Cell55,Dataset 3
medium_32_35,Ridge,0.003867377891768856,0.003250920132014618,4,2.1435546875,0.003955968243983131,18,Cell55,Dataset 3
very_narrow_335_340,ElasticNet,0.0042247463981171015,0.0035785358728026174,4,2.3212890625,0.004326170136641541,18,Cell55,Dataset 3
narrow_33_345,Ridge,0.004765941807703233,0.003354645739493357,4,2.1572265625,0.004875529299059625,18,Cell55,Dataset 3
very_narrow_335_340,CatBoost,0.004628852404357734,0.003335860339061608,4,202.326171875,0.005120881959315629,18,Cell55,Dataset 3
paper_335_350,CatBoost,0.00481443838187928,0.0036468955494213754,4,202.55859375,0.005326305031094358,18,Cell55,Dataset 3
narrow_33_345,CatBoost,0.005028690448234868,0.003913348115501069,4,202.384765625,0.00556325025824446,18,Cell55,Dataset 3
narrow_33_345,HistGB,0.005208418473030654,0.0032326631524288545,4,355.333984375,0.005820498108571095,18,Cell55,Dataset 3
very_narrow_335_340,Ridge,0.005707199656645772,0.0047474711600950705,4,2.2392578125,0.005841358140745812,18,Cell55,Dataset 3
full_27_36,ExtraTrees,0.004990237636893391,0.0036172559447354025,4,12136.81640625,0.005928809633864572,18,Cell55,Dataset 3
medium_32_35,CatBoost,0.0054147803708023984,0.003845999480510137,4,202.314453125,0.005990344862999397,18,Cell55,Dataset 3
paper_335_350,HistGB,0.005426555388152738,0.003421341105270344,4,361.22265625,0.006066048794988241,18,Cell55,Dataset 3
narrow_33_345,LightGBM,0.005497569774982293,0.00333153030799138,4,454.196044921875,0.006170552381399173,18,Cell55,Dataset 3
medium_32_35,HistGB,0.005679397049784878,0.00320292227087411,4,354.85546875,0.006346672210442623,18,Cell55,Dataset 3
narrow_33_345,SVR-RBF,0.006050606079340746,0.004399945868394747,4,14.6611328125,0.006383532453167549,18,Cell55,Dataset 3
very_narrow_335_340,HistGB,0.0057837173503160096,0.003703324606839419,4,355.7734375,0.006463547165167058,18,Cell55,Dataset 3
paper_335_350,LightGBM,0.00583059957413519,0.0036150608218433688,4,458.733154296875,0.0065455064391358765,18,Cell55,Dataset 3
full_27_36,RandomForest,0.005926017275313491,0.004201398905616232,4,3362.140625,0.006888477211008601,18,Cell55,Dataset 3
very_narrow_335_340,LightGBM,0.006204170902135077,0.0038841242591165157,4,455.26513671875,0.00696394286299902,18,Cell55,Dataset 3
medium_32_35,LightGBM,0.00642023044213599,0.0036433333500965693,4,458.329345703125,0.007207320837898009,18,Cell55,Dataset 3
full_27_36,XGBoost,0.006683128563830179,0.00482807110343576,4,584.1953125,0.00753481920465117,18,Cell55,Dataset 3
full_27_36,CatBoost,0.0072247895578949495,0.005492772341834458,4,202.376953125,0.007992793526570603,18,Cell55,Dataset 3
full_27_36,LightGBM,0.00762844738133859,0.005179674556862731,4,460.21630859375,0.008564285037142074,18,Cell55,Dataset 3
medium_32_35,KNN,0.00810219177977535,0.005976542128432786,4,26.0283203125,0.008636431705816546,18,Cell55,Dataset 3
paper_335_350,SVR-RBF,0.008472890416090971,0.004995869444839742,4,14.873046875,0.008941377286746391,18,Cell55,Dataset 3
full_27_36,HistGB,0.008124682601223834,0.005695620384520771,4,358.160400390625,0.00908075772774971,18,Cell55,Dataset 3
medium_32_35,SVR-RBF,0.008870778341477226,0.0036079066492718907,4,14.2841796875,0.009354558353345236,18,Cell55,Dataset 3
narrow_33_345,KNN,0.00891389791237832,0.006595591590643208,4,26.0419921875,0.00950175003385917,18,Cell55,Dataset 3
paper_335_350,KNN,0.010309691922808678,0.006968220880598725,4,26.0419921875,0.010989593614325811,18,Cell55,Dataset 3
very_narrow_335_340,SVR-RBF,0.010945817591085032,0.0063351290061452094,4,16.8623046875,0.011576886140465542,18,Cell55,Dataset 3
full_27_36,ElasticNet,0.012917753245582062,0.010862513339710732,4,2.198486328125,0.013218136911890215,18,Cell55,Dataset 3
very_narrow_335_340,KNN,0.012925284538540374,0.009283959118786086,4,26.1240234375,0.013778461841075892,18,Cell55,Dataset 3
full_27_36,Ridge,0.013877462369544225,0.011487453027015822,4,2.1162109375,0.014192929790244689,18,Cell55,Dataset 3
full_27_36,SVR-RBF,0.013973663699864339,0.007845658400788977,4,16.6181640625,0.014775453076891694,18,Cell55,Dataset 3
full_27_36,KNN,0.015560868947839217,0.010033477185568365,4,26.0009765625,0.016586601914958282,18,Cell55,Dataset 3
